id,city,timestamp,temperature,humidity,wind_speed,pm10,pm2_5,nitrogen_dioxide,ozone,hour,day,month,weekday
199,Chennai,2025-11-16 15:10:26.226854+05:30,28.4,79.0,8.5,50.65,42.25,3.15,131.0,15,16,11,Sunday
200,Dehradun,2025-11-16 15:10:26.643471+05:30,21.5,41.0,2.1944444444444446,17.95,17.65,9.75,129.0,15,16,11,Sunday
201,Delhi,2025-11-16 15:10:26.245733+05:30,26.0,26.0,3.3888888888888884,78.35,76.75,24.15,112.0,15,16,11,Sunday
202,Hyderabad,2025-11-16 15:10:26.229882+05:30,28.1,28.0,3.888888888888889,41.05,38.15,9.45,136.0,15,16,11,Sunday
203,Indore,2025-11-16 15:10:26.488539+05:30,26.1,32.0,3.305555555555556,47.15,40.85,6.05,123.0,15,16,11,Sunday
204,Jaipur,2025-11-16 15:10:26.459193+05:30,27.3,15.0,1.1944444444444444,35.85,32.75,11.25,103.0,15,16,11,Sunday
205,Kolkata,2025-11-16 15:10:26.258709+05:30,28.2,42.0,3.1111111111111107,92.55,86.25,9.05,174.0,15,16,11,Sunday
206,Lucknow,2025-11-16 15:10:26.456394+05:30,26.0,34.0,1.6944444444444442,92.85,90.05,9.35,145.0,15,16,11,Sunday
207,Mumbai,2025-11-16 15:10:26.250117+05:30,32.2,28.0,1.8888888888888888,48.55,46.85,18.55,145.0,15,16,11,Sunday
208,Patna,2025-11-16 15:10:26.460926+05:30,26.3,30.0,2.5,108.85,99.15,9.55,160.0,15,16,11,Sunday
209,Pune,2025-11-16 15:10:26.417856+05:30,26.5,27.0,2.694444444444444,41.05,39.05,7.15,138.0,15,16,11,Sunday
210,Surat,2025-11-16 15:10:26.907944+05:30,30.0,29.0,2.888888888888889,78.35,75.15,27.05,100.0,15,16,11,Sunday
211,Ahmedabad,2025-11-16 16:12:26.616632+05:30,28.2,20.0,3.6944444444444446,39.65,36.25,5.65,129.0,16,16,11,Sunday
212,Bengaluru,2025-11-16 16:12:26.385207+05:30,26.3,65.0,3.1111111111111107,42.75,39.65,4.55,137.0,16,16,11,Sunday
213,Bhopal,2025-11-16 16:12:26.820614+05:30,24.1,21.0,2.888888888888889,63.05,53.55,2.35,149.0,16,16,11,Sunday
214,Chennai,2025-11-16 16:12:26.485972+05:30,28.1,79.0,8.38888888888889,49.85,41.75,2.55,133.0,16,16,11,Sunday
215,Dehradun,2025-11-16 16:12:26.824479+05:30,17.2,55.0,1.5,19.55,19.15,3.05,172.0,16,16,11,Sunday
216,Delhi,2025-11-16 16:12:26.391893+05:30,26.2,26.0,3.194444444444444,63.05,60.95,17.15,142.0,16,16,11,Sunday
217,Hyderabad,2025-11-16 16:12:26.417652+05:30,26.0,32.0,3.8055555555555554,39.65,36.95,3.45,159.0,16,16,11,Sunday
218,Indore,2025-11-16 16:12:26.690396+05:30,25.2,28.0,3.0,46.65,39.65,2.45,143.0,16,16,11,Sunday
219,Jaipur,2025-11-16 16:12:26.618734+05:30,27.1,16.0,1.0,27.25,24.35,3.95,135.0,16,16,11,Sunday
220,Kolkata,2025-11-16 16:12:26.394878+05:30,27.4,45.0,2.888888888888889,73.05,67.45,5.35,197.0,16,16,11,Sunday
221,Lucknow,2025-11-16 16:12:26.646664+05:30,26.3,34.0,1.805555555555556,79.55,75.85,4.65,180.0,16,16,11,Sunday
222,Mumbai,2025-11-16 16:12:26.425666+05:30,33.4,24.0,3.888888888888889,49.25,47.55,13.15,182.0,16,16,11,Sunday
223,Patna,2025-11-16 16:12:26.630899+05:30,26.1,32.0,2.5,98.65,87.65,5.25,189.0,16,16,11,Sunday
224,Pune,2025-11-16 16:12:26.599713+05:30,26.2,29.0,2.5,38.65,36.85,3.25,164.0,16,16,11,Sunday
225,Surat,2025-11-16 16:12:26.822186+05:30,29.1,35.0,3.305555555555556,75.15,71.65,24.95,121.0,16,16,11,Sunday
226,Ahmedabad,2025-11-16 17:09:06.331056+05:30,28.3,20.0,3.305555555555556,42.15,37.95,3.85,140.0,17,16,11,Sunday
227,Bengaluru,2025-11-16 17:09:06.045568+05:30,25.1,69.0,3.1111111111111107,39.65,36.95,3.45,138.0,17,16,11,Sunday
228,Bhopal,2025-11-16 17:09:06.389010+05:30,24.1,21.0,2.305555555555556,63.05,53.55,1.35,156.0,17,16,11,Sunday
229,Chennai,2025-11-16 17:09:06.005022+05:30,28.1,79.0,7.888888888888888,49.95,41.95,2.45,133.0,17,16,11,Sunday
230,Dehradun,2025-11-16 17:09:06.431727+05:30,13.7,61.0,1.0,22.05,21.55,0.85,187.0,17,16,11,Sunday
231,Delhi,2025-11-16 17:09:06.138660+05:30,25.0,30.0,2.611111111111111,53.05,51.05,11.85,155.0,17,16,11,Sunday
232,Hyderabad,2025-11-16 17:09:06.008796+05:30,26.2,32.0,3.8055555555555554,39.05,36.55,1.55,169.0,17,16,11,Sunday
233,Indore,2025-11-16 17:09:06.335385+05:30,24.4,31.0,2.611111111111111,45.75,38.85,1.05,149.0,17,16,11,Sunday
234,Jaipur,2025-11-16 17:09:06.230202+05:30,26.1,18.0,1.0,22.35,19.75,0.95,147.0,17,16,11,Sunday
235,Kolkata,2025-11-16 17:09:06.011191+05:30,26.3,51.0,2.888888888888889,67.65,62.55,3.45,209.0,17,16,11,Sunday
236,Lucknow,2025-11-16 17:09:06.226853+05:30,26.3,37.0,1.5,71.15,67.25,2.25,192.0,17,16,11,Sunday
237,Mumbai,2025-11-16 17:09:05.988981+05:30,32.3,28.0,2.388888888888889,57.75,55.55,20.45,239.0,17,16,11,Sunday
238,Patna,2025-11-16 17:09:06.251041+05:30,25.3,34.0,2.5,89.75,78.65,2.55,196.0,17,16,11,Sunday
239,Pune,2025-11-16 17:09:06.194673+05:30,23.2,37.0,2.0,37.05,35.15,1.85,173.0,17,16,11,Sunday
240,Surat,2025-11-16 17:09:06.435401+05:30,26.3,44.0,3.6944444444444446,73.95,70.25,21.55,139.0,17,16,11,Sunday
241,Ahmedabad,2025-11-16 18:31:37.312558+05:30,25.1,28.0,2.805555555555556,39.65,35.85,2.95,146.0,18,16,11,Sunday
242,Bengaluru,2025-11-16 18:31:37.098347+05:30,23.0,78.0,3.194444444444444,39.05,36.45,3.85,134.0,18,16,11,Sunday
243,Bhopal,2025-11-16 18:31:37.533956+05:30,20.1,30.0,2.111111111111111,62.35,53.25,1.35,156.0,18,16,11,Sunday
244,Chennai,2025-11-16 18:31:37.073538+05:30,28.2,79.0,7.5,49.15,41.25,2.65,133.0,18,16,11,Sunday
245,Dehradun,2025-11-16 18:31:37.546595+05:30,12.9,62.0,1.8888888888888888,26.25,25.65,1.25,188.0,18,16,11,Sunday
246,Delhi,2025-11-16 18:31:37.065518+05:30,21.1,40.0,2.1944444444444446,46.85,45.05,8.05,158.0,18,16,11,Sunday
247,Hyderabad,2025-11-16 18:31:37.070120+05:30,22.3,46.0,3.3888888888888884,38.65,36.45,1.85,172.0,18,16,11,Sunday
248,Indore,2025-11-16 18:31:37.345117+05:30,21.1,40.0,2.5,45.55,38.65,0.95,148.0,18,16,11,Sunday
249,Jaipur,2025-11-16 18:31:37.316525+05:30,23.1,27.0,1.0,21.25,18.75,0.85,147.0,18,16,11,Sunday
250,Kolkata,2025-11-16 18:31:37.090821+05:30,25.2,54.0,2.694444444444444,66.25,61.65,3.05,214.0,18,16,11,Sunday
251,Lucknow,2025-11-16 18:31:37.346797+05:30,20.0,68.0,1.805555555555556,63.25,59.55,1.55,190.0,18,16,11,Sunday
252,Mumbai,2025-11-16 18:31:37.093308+05:30,30.3,35.0,5.194444444444444,53.95,52.15,11.15,239.0,18,16,11,Sunday
253,Patna,2025-11-16 18:31:37.352606+05:30,19.1,64.0,2.611111111111111,82.55,72.35,1.35,191.0,18,16,11,Sunday
254,Pune,2025-11-16 18:31:37.302211+05:30,21.2,36.0,1.611111111111111,35.65,33.95,1.85,173.0,18,16,11,Sunday
255,Surat,2025-11-16 18:31:37.548126+05:30,24.7,44.0,3.8055555555555554,71.65,67.65,17.75,155.0,18,16,11,Sunday
256,Ahmedabad,2025-11-16 19:11:07.089903+05:30,25.2,30.0,2.805555555555556,36.85,33.45,3.65,147.0,19,16,11,Sunday
257,Bengaluru,2025-11-16 19:11:06.892961+05:30,23.2,78.0,3.3888888888888884,39.05,36.55,6.35,127.0,19,16,11,Sunday
258,Bhopal,2025-11-16 19:11:07.283221+05:30,19.3,32.0,2.0,61.35,52.75,2.25,152.0,19,16,11,Sunday
259,Chennai,2025-11-16 19:11:06.885403+05:30,27.1,79.0,7.611111111111111,48.85,41.25,3.05,131.0,19,16,11,Sunday
260,Dehradun,2025-11-16 19:11:07.325299+05:30,12.5,62.0,2.111111111111111,30.75,30.15,3.35,183.0,19,16,11,Sunday
261,Delhi,2025-11-16 19:11:06.891222+05:30,21.1,43.0,2.111111111111111,43.85,42.15,9.75,152.0,19,16,11,Sunday
262,Hyderabad,2025-11-16 19:11:06.881500+05:30,21.4,49.0,3.0,39.15,36.95,3.65,170.0,19,16,11,Sunday
263,Indore,2025-11-16 19:11:07.139358+05:30,21.1,40.0,2.611111111111111,45.55,38.65,2.45,142.0,19,16,11,Sunday
264,Jaipur,2025-11-16 19:11:07.141726+05:30,21.1,31.0,1.0,21.05,18.65,3.05,142.0,19,16,11,Sunday
265,Kolkata,2025-11-16 19:11:06.877945+05:30,25.1,54.0,2.888888888888889,65.55,61.15,5.45,208.0,19,16,11,Sunday
266,Lucknow,2025-11-16 19:11:07.138380+05:30,19.0,73.0,1.6944444444444442,58.35,54.85,3.55,182.0,19,16,11,Sunday
267,Mumbai,2025-11-16 19:11:06.888498+05:30,29.3,37.0,5.611111111111111,59.75,58.15,12.85,262.0,19,16,11,Sunday
268,Patna,2025-11-16 19:11:07.128448+05:30,20.2,60.0,2.611111111111111,79.35,69.55,3.75,178.0,19,16,11,Sunday
269,Pune,2025-11-16 19:11:07.124299+05:30,20.6,37.0,1.805555555555556,34.35,32.65,3.05,170.0,19,16,11,Sunday
270,Surat,2025-11-16 19:11:07.326479+05:30,24.0,43.0,3.8055555555555554,68.35,64.45,16.65,161.0,19,16,11,Sunday
271,Ahmedabad,2025-11-16 20:11:02.361782+05:30,24.1,34.0,3.0,35.35,32.05,7.05,140.0,20,16,11,Sunday
272,Bengaluru,2025-11-16 20:11:02.140849+05:30,21.3,83.0,3.611111111111111,38.95,36.75,12.35,115.0,20,16,11,Sunday
273,Bhopal,2025-11-16 20:11:02.551998+05:30,17.1,39.0,2.111111111111111,61.15,53.05,4.65,143.0,20,16,11,Sunday
274,Chennai,2025-11-16 20:11:02.287143+05:30,27.2,79.0,7.694444444444444,47.95,40.75,3.95,128.0,20,16,11,Sunday
275,Dehradun,2025-11-16 20:11:02.574715+05:30,12.4,62.0,2.1944444444444446,34.75,34.05,7.45,174.0,20,16,11,Sunday
276,Delhi,2025-11-16 20:11:02.272400+05:30,20.2,46.0,1.8888888888888888,42.45,40.85,21.95,132.0,20,16,11,Sunday
277,Hyderabad,2025-11-16 20:11:02.136163+05:30,22.2,46.0,2.888888888888889,39.65,37.55,7.15,161.0,20,16,11,Sunday
278,Indore,2025-11-16 20:11:02.483667+05:30,20.2,46.0,2.305555555555556,46.35,39.75,5.95,132.0,20,16,11,Sunday
279,Jaipur,2025-11-16 20:11:02.376084+05:30,20.1,32.0,1.1944444444444444,21.15,18.75,8.55,132.0,20,16,11,Sunday
280,Kolkata,2025-11-16 20:11:02.162304+05:30,24.2,61.0,3.1111111111111107,65.35,61.15,12.15,188.0,20,16,11,Sunday
281,Lucknow,2025-11-16 20:11:02.379565+05:30,18.2,77.0,1.805555555555556,55.55,52.35,10.05,166.0,20,16,11,Sunday
282,Mumbai,2025-11-16 20:11:02.165681+05:30,28.4,45.0,5.0,65.55,63.95,17.75,284.0,20,16,11,Sunday
283,Patna,2025-11-16 20:11:02.528305+05:30,18.2,73.0,2.611111111111111,77.65,69.55,12.95,156.0,20,16,11,Sunday
284,Pune,2025-11-16 20:11:02.348641+05:30,19.7,40.0,2.111111111111111,33.55,31.95,5.85,164.0,20,16,11,Sunday
285,Surat,2025-11-16 20:11:02.573381+05:30,23.0,46.0,4.0,66.05,62.05,20.65,151.0,20,16,11,Sunday
286,Ahmedabad,2025-11-16 21:09:52.109258+05:30,22.3,41.0,3.1111111111111107,35.05,31.95,12.15,128.0,21,16,11,Sunday
287,Bengaluru,2025-11-16 21:09:51.960817+05:30,21.3,83.0,3.611111111111111,39.65,37.55,20.45,99.0,21,16,11,Sunday
288,Bhopal,2025-11-16 21:09:52.334603+05:30,16.1,39.0,2.305555555555556,60.65,54.15,7.95,130.0,21,16,11,Sunday
289,Chennai,2025-11-16 21:09:52.178316+05:30,27.3,79.0,7.5,48.15,41.15,5.15,125.0,21,16,11,Sunday
290,Dehradun,2025-11-16 21:09:53.399346+05:30,12.2,62.0,2.111111111111111,38.35,37.65,13.25,161.0,21,16,11,Sunday
291,Delhi,2025-11-16 21:09:51.888980+05:30,18.1,52.0,1.6944444444444442,44.75,43.45,39.75,103.0,21,16,11,Sunday
292,Hyderabad,2025-11-16 21:09:51.920445+05:30,21.3,46.0,2.694444444444444,40.35,38.45,12.05,147.0,21,16,11,Sunday
293,Indore,2025-11-16 21:09:52.295615+05:30,18.2,52.0,2.111111111111111,46.85,41.25,11.05,119.0,21,16,11,Sunday
294,Jaipur,2025-11-16 21:09:52.133246+05:30,19.0,32.0,1.3888888888888888,22.05,20.05,16.65,116.0,21,16,11,Sunday
295,Kolkata,2025-11-16 21:09:51.916293+05:30,23.1,65.0,3.1111111111111107,70.65,67.65,21.45,157.0,21,16,11,Sunday
296,Lucknow,2025-11-16 21:09:52.136779+05:30,17.3,83.0,1.6944444444444442,59.75,57.15,19.25,143.0,21,16,11,Sunday
297,Mumbai,2025-11-16 21:09:54.065042+05:30,28.2,48.0,4.611111111111112,68.85,67.25,24.45,303.0,21,16,11,Sunday
298,Patna,2025-11-16 21:09:52.345386+05:30,21.3,53.0,2.611111111111111,83.55,76.25,25.85,127.0,21,16,11,Sunday
299,Pune,2025-11-16 21:09:52.068626+05:30,18.9,43.0,1.805555555555556,33.65,32.05,9.75,154.0,21,16,11,Sunday
300,Surat,2025-11-16 21:09:52.322260+05:30,22.5,46.0,3.8055555555555554,65.15,62.05,27.35,132.0,21,16,11,Sunday
301,Ahmedabad,2025-11-16 22:15:01.824614+05:30,21.3,46.0,3.0,37.75,34.85,17.05,114.0,22,16,11,Sunday
302,Bengaluru,2025-11-16 22:15:01.599539+05:30,20.1,88.0,3.305555555555556,42.75,41.15,27.05,86.0,22,16,11,Sunday
303,Bhopal,2025-11-16 22:15:02.052395+05:30,16.3,37.0,2.388888888888889,62.55,56.85,10.85,118.0,22,16,11,Sunday
304,Chennai,2025-11-16 22:15:01.614443+05:30,27.4,84.0,7.194444444444444,46.95,40.45,6.05,122.0,22,16,11,Sunday
305,Dehradun,2025-11-16 22:15:02.058709+05:30,12.1,61.0,2.1944444444444446,43.95,43.35,18.95,147.0,22,16,11,Sunday
306,Delhi,2025-11-16 22:15:01.610112+05:30,16.2,59.0,1.805555555555556,53.35,52.15,52.85,79.0,22,16,11,Sunday
307,Hyderabad,2025-11-16 22:15:01.612753+05:30,17.2,68.0,2.1944444444444446,44.15,42.65,17.25,132.0,22,16,11,Sunday
308,Indore,2025-11-16 22:15:01.867831+05:30,17.1,52.0,2.111111111111111,50.55,45.35,16.15,105.0,22,16,11,Sunday
309,Jaipur,2025-11-16 22:15:01.844466+05:30,18.3,37.0,1.611111111111111,27.75,25.65,26.75,98.0,22,16,11,Sunday
310,Kolkata,2025-11-16 22:15:01.602353+05:30,22.0,69.0,3.194444444444444,86.55,83.25,30.15,129.0,22,16,11,Sunday
311,Lucknow,2025-11-16 22:15:01.863225+05:30,18.0,68.0,1.8888888888888888,70.25,67.65,27.05,121.0,22,16,11,Sunday
312,Mumbai,2025-11-16 22:15:01.673196+05:30,27.3,48.0,3.8055555555555554,71.15,69.35,28.55,305.0,22,16,11,Sunday
313,Patna,2025-11-16 22:15:01.840021+05:30,21.3,49.0,2.611111111111111,99.85,92.55,35.75,102.0,22,16,11,Sunday
314,Pune,2025-11-16 22:15:01.865414+05:30,18.4,44.0,1.6944444444444442,36.85,35.45,13.35,142.0,22,16,11,Sunday
315,Surat,2025-11-16 22:15:02.050623+05:30,22.0,44.0,3.6944444444444446,66.25,63.95,32.85,114.0,22,16,11,Sunday
316,Ahmedabad,2025-11-16 23:10:31.148883+05:30,21.2,46.0,3.1111111111111107,43.35,40.45,21.85,98.0,23,16,11,Sunday
317,Bengaluru,2025-11-16 23:10:30.936601+05:30,20.2,88.0,3.194444444444444,46.85,45.55,31.15,76.0,23,16,11,Sunday
318,Bhopal,2025-11-16 23:10:31.287784+05:30,16.3,36.0,2.1944444444444446,65.35,59.85,13.05,107.0,23,16,11,Sunday
319,Chennai,2025-11-16 23:10:31.076619+05:30,27.3,84.0,7.194444444444444,46.15,39.75,6.35,121.0,23,16,11,Sunday
320,Dehradun,2025-11-16 23:10:31.362119+05:30,12.0,60.0,2.1944444444444446,50.35,49.65,24.05,136.0,23,16,11,Sunday
321,Delhi,2025-11-16 23:10:30.943753+05:30,15.4,59.0,1.805555555555556,59.85,58.85,56.55,66.0,23,16,11,Sunday
322,Hyderabad,2025-11-16 23:10:30.899846+05:30,19.3,52.0,2.0,49.95,48.55,23.05,115.0,23,16,11,Sunday
323,Indore,2025-11-16 23:10:31.406366+05:30,17.0,55.0,2.305555555555556,57.45,52.05,21.65,90.0,23,16,11,Sunday
324,Jaipur,2025-11-16 23:10:31.170033+05:30,17.4,39.0,2.0,35.35,33.05,40.75,77.0,23,16,11,Sunday
325,Kolkata,2025-11-16 23:10:30.952565+05:30,21.2,78.0,3.194444444444444,103.75,100.75,37.35,106.0,23,16,11,Sunday
326,Lucknow,2025-11-16 23:10:31.165460+05:30,17.3,72.0,2.0,83.95,81.65,32.35,101.0,23,16,11,Sunday
327,Mumbai,2025-11-16 23:10:30.929095+05:30,26.1,48.0,1.5,65.35,62.75,32.45,240.0,23,16,11,Sunday
328,Patna,2025-11-16 23:10:31.304576+05:30,17.4,63.0,2.694444444444444,112.15,105.15,40.05,85.0,23,16,11,Sunday
329,Pune,2025-11-16 23:10:31.095949+05:30,17.8,46.0,1.6944444444444442,41.25,39.85,16.45,126.0,23,16,11,Sunday
330,Surat,2025-11-16 23:10:31.353633+05:30,21.6,44.0,3.3888888888888884,71.35,69.05,35.65,100.0,23,16,11,Sunday
331,Ahmedabad,2025-11-17 00:17:17.196829+05:30,20.3,43.0,3.5,45.25,42.45,28.35,69.0,0,17,11,Monday
332,Bengaluru,2025-11-17 00:17:16.886809+05:30,19.2,88.0,3.1111111111111107,47.85,46.65,33.85,64.0,0,17,11,Monday
333,Bhopal,2025-11-17 00:17:17.312610+05:30,16.1,39.0,2.305555555555556,67.95,63.75,15.75,91.0,0,17,11,Monday
334,Chennai,2025-11-17 00:17:16.854514+05:30,27.2,84.0,7.5,46.95,40.35,6.25,119.0,0,17,11,Monday
335,Dehradun,2025-11-17 00:17:17.525049+05:30,11.7,57.0,2.111111111111111,58.85,58.15,33.25,113.0,0,17,11,Monday
336,Delhi,2025-11-17 00:17:16.891631+05:30,14.1,63.0,2.0,58.15,57.15,53.25,53.0,0,17,11,Monday
337,Hyderabad,2025-11-17 00:17:16.857048+05:30,17.4,63.0,2.111111111111111,55.25,53.55,33.25,85.0,0,17,11,Monday
338,Indore,2025-11-17 00:17:17.189354+05:30,13.3,67.0,2.694444444444444,65.85,61.15,30.35,64.0,0,17,11,Monday
339,Jaipur,2025-11-17 00:17:17.106174+05:30,16.2,48.0,2.305555555555556,52.35,50.25,67.25,35.0,0,17,11,Monday
340,Kolkata,2025-11-17 00:17:16.869126+05:30,21.2,78.0,3.305555555555556,126.15,122.85,48.25,67.0,0,17,11,Monday
341,Lucknow,2025-11-17 00:17:17.235219+05:30,16.3,77.0,2.111111111111111,94.45,92.55,37.85,69.0,0,17,11,Monday
342,Mumbai,2025-11-17 00:17:16.864609+05:30,26.3,51.0,1.611111111111111,62.75,59.75,16.35,163.0,0,17,11,Monday
343,Patna,2025-11-17 00:17:17.119278+05:30,16.0,72.0,2.611111111111111,121.45,114.95,40.55,63.0,0,17,11,Monday
344,Pune,2025-11-17 00:17:17.195290+05:30,17.0,48.0,1.611111111111111,41.05,39.75,20.05,94.0,0,17,11,Monday
345,Surat,2025-11-17 00:17:17.458945+05:30,20.6,43.0,3.194444444444444,69.05,66.55,37.75,78.0,0,17,11,Monday
346,Ahmedabad,2025-11-17 01:09:21.959126+05:30,20.3,43.0,3.5,45.25,42.45,28.35,69.0,1,17,11,Monday
347,Bengaluru,2025-11-17 01:09:21.644783+05:30,19.1,88.0,3.1111111111111107,47.85,46.65,33.85,64.0,1,17,11,Monday
348,Bhopal,2025-11-17 01:09:22.103752+05:30,16.2,39.0,2.305555555555556,67.95,63.75,15.75,91.0,1,17,11,Monday
349,Chennai,2025-11-17 01:09:21.649966+05:30,26.2,89.0,7.5,46.95,40.35,6.25,119.0,1,17,11,Monday
350,Dehradun,2025-11-17 01:09:22.089849+05:30,11.7,57.0,2.111111111111111,58.85,58.15,33.25,113.0,1,17,11,Monday
351,Delhi,2025-11-17 01:09:21.668917+05:30,14.3,67.0,2.0,58.15,57.15,53.25,53.0,1,17,11,Monday
352,Hyderabad,2025-11-17 01:09:21.666175+05:30,17.3,59.0,2.111111111111111,55.25,53.55,33.25,85.0,1,17,11,Monday
353,Indore,2025-11-17 01:09:21.898011+05:30,13.3,67.0,2.694444444444444,65.85,61.15,30.35,64.0,1,17,11,Monday
354,Jaipur,2025-11-17 01:09:21.891715+05:30,16.2,45.0,2.305555555555556,52.35,50.25,67.25,35.0,1,17,11,Monday
355,Kolkata,2025-11-17 01:09:21.652438+05:30,20.4,83.0,3.305555555555556,126.15,122.85,48.25,67.0,1,17,11,Monday
356,Lucknow,2025-11-17 01:09:21.883529+05:30,15.0,82.0,2.111111111111111,94.45,92.55,37.85,69.0,1,17,11,Monday
357,Mumbai,2025-11-17 01:09:21.641671+05:30,25.4,51.0,2.305555555555556,64.85,62.05,20.95,203.0,1,17,11,Monday
358,Patna,2025-11-17 01:09:21.926497+05:30,15.3,82.0,2.611111111111111,121.45,114.95,40.55,63.0,1,17,11,Monday
359,Pune,2025-11-17 01:09:21.886590+05:30,17.0,48.0,1.611111111111111,41.05,39.75,20.05,94.0,1,17,11,Monday
360,Surat,2025-11-17 01:09:22.078158+05:30,20.6,43.0,3.194444444444444,69.05,66.55,37.75,78.0,1,17,11,Monday
361,Ahmedabad,2025-11-17 02:11:50.747021+05:30,18.1,49.0,3.8055555555555554,44.25,41.45,25.35,67.0,2,17,11,Monday
362,Bengaluru,2025-11-17 02:11:50.520667+05:30,19.2,88.0,3.1111111111111107,46.85,45.55,30.05,67.0,2,17,11,Monday
363,Bhopal,2025-11-17 02:11:50.928048+05:30,14.1,41.0,2.1944444444444446,66.95,63.45,14.95,90.0,2,17,11,Monday
364,Chennai,2025-11-17 02:11:50.514002+05:30,26.2,89.0,7.388888888888889,43.35,37.25,5.85,118.0,2,17,11,Monday
365,Dehradun,2025-11-17 02:11:51.102814+05:30,11.6,55.0,2.111111111111111,60.25,59.55,37.05,94.0,2,17,11,Monday
366,Delhi,2025-11-17 02:11:50.648855+05:30,13.4,72.0,1.8888888888888888,58.95,58.15,51.15,49.0,2,17,11,Monday
367,Hyderabad,2025-11-17 02:11:50.515973+05:30,17.1,59.0,2.305555555555556,57.55,55.75,34.25,81.0,2,17,11,Monday
368,Indore,2025-11-17 02:11:50.845131+05:30,14.2,40.0,2.388888888888889,66.95,62.55,29.35,59.0,2,17,11,Monday
369,Jaipur,2025-11-17 02:11:50.745319+05:30,15.3,48.0,2.1944444444444446,55.95,53.85,68.85,27.0,2,17,11,Monday
370,Kolkata,2025-11-17 02:11:50.517777+05:30,21.3,78.0,3.0,135.85,132.65,50.25,55.0,2,17,11,Monday
371,Lucknow,2025-11-17 02:11:50.751282+05:30,15.1,82.0,2.0,94.65,92.85,35.95,64.0,2,17,11,Monday
372,Mumbai,2025-11-17 02:11:50.510705+05:30,25.4,51.0,2.694444444444444,65.15,62.05,20.55,176.0,2,17,11,Monday
373,Patna,2025-11-17 02:11:50.885899+05:30,15.3,82.0,2.1944444444444446,122.85,116.35,37.35,60.0,2,17,11,Monday
374,Pune,2025-11-17 02:11:50.730126+05:30,16.6,49.0,1.5,39.05,37.85,18.05,90.0,2,17,11,Monday
375,Surat,2025-11-17 02:11:50.957649+05:30,20.0,44.0,3.3888888888888884,67.25,64.85,36.95,72.0,2,17,11,Monday
376,Ahmedabad,2025-11-17 03:09:11.989420+05:30,17.3,52.0,3.8055555555555554,44.05,41.45,19.55,71.0,3,17,11,Monday
377,Bengaluru,2025-11-17 03:09:11.748704+05:30,18.1,88.0,3.194444444444444,45.05,43.95,23.75,74.0,3,17,11,Monday
378,Bhopal,2025-11-17 03:09:12.198594+05:30,12.2,58.0,2.5,65.55,62.75,13.05,91.0,3,17,11,Monday
379,Chennai,2025-11-17 03:09:11.769875+05:30,26.4,89.0,7.194444444444444,40.65,34.95,5.35,117.0,3,17,11,Monday
380,Dehradun,2025-11-17 03:09:12.197839+05:30,11.5,54.0,2.111111111111111,58.45,57.85,40.15,72.0,3,17,11,Monday
381,Delhi,2025-11-17 03:09:11.745901+05:30,13.1,72.0,1.8888888888888888,60.95,60.15,47.85,47.0,3,17,11,Monday
382,Hyderabad,2025-11-17 03:09:11.766626+05:30,17.4,59.0,2.1944444444444446,60.45,58.45,33.25,81.0,3,17,11,Monday
383,Indore,2025-11-17 03:09:12.010468+05:30,11.4,71.0,2.694444444444444,67.65,63.45,26.05,58.0,3,17,11,Monday
384,Jaipur,2025-11-17 03:09:11.982583+05:30,15.2,48.0,2.111111111111111,56.75,54.75,65.15,24.0,3,17,11,Monday
385,Kolkata,2025-11-17 03:09:11.758281+05:30,21.0,73.0,3.0,140.05,137.25,50.15,46.0,3,17,11,Monday
386,Lucknow,2025-11-17 03:09:12.012281+05:30,14.1,94.0,1.805555555555556,94.95,93.25,31.75,65.0,3,17,11,Monday
387,Mumbai,2025-11-17 03:09:11.772037+05:30,25.1,44.0,3.305555555555556,66.75,63.75,21.25,153.0,3,17,11,Monday
388,Patna,2025-11-17 03:09:12.018237+05:30,14.3,82.0,2.305555555555556,123.75,117.05,32.15,62.0,3,17,11,Monday
389,Pune,2025-11-17 03:09:11.991617+05:30,16.3,50.0,1.3888888888888888,38.25,36.85,14.45,91.0,3,17,11,Monday
390,Surat,2025-11-17 03:09:12.208324+05:30,19.8,43.0,3.5,65.35,63.25,35.05,68.0,3,17,11,Monday
391,Ahmedabad,2025-11-17 04:12:14.051422+05:30,17.3,52.0,3.888888888888889,43.35,41.05,14.75,74.0,4,17,11,Monday
392,Bengaluru,2025-11-17 04:12:13.862767+05:30,18.1,88.0,3.305555555555556,42.55,41.35,18.15,81.0,4,17,11,Monday
393,Bhopal,2025-11-17 04:12:14.254166+05:30,12.2,58.0,2.388888888888889,64.15,62.05,11.45,93.0,4,17,11,Monday
394,Chennai,2025-11-17 04:12:13.857304+05:30,26.4,84.0,7.388888888888889,41.25,35.15,4.65,117.0,4,17,11,Monday
395,Dehradun,2025-11-17 04:12:14.289512+05:30,11.4,52.0,2.111111111111111,53.35,52.85,41.65,53.0,4,17,11,Monday
396,Delhi,2025-11-17 04:12:13.829739+05:30,13.1,72.0,1.805555555555556,59.65,58.95,43.85,46.0,4,17,11,Monday
397,Hyderabad,2025-11-17 04:12:13.831922+05:30,18.0,60.0,2.1944444444444446,61.35,59.45,30.95,83.0,4,17,11,Monday
